City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
303,Omsukchan,RU,2020-10-15 18:22:58,62.53,155.8,27.41,96,100,6.04
304,Dauriya,RU,2020-10-15 18:22:58,49.93,116.87,27.03,95,0,8.16
305,Concordia,AR,2020-10-15 18:22:58,-31.39,-58.02,82.99,47,10,14.99
306,Manono,CD,2020-10-15 18:22:58,-7.3,27.42,74.28,76,31,6.6
307,Azare,NG,2020-10-15 18:22:58,11.68,10.19,87.71,32,41,5.37
308,Redwater,US,2020-10-15 18:22:58,33.36,-94.25,57.99,93,90,12.75
309,Lafiagi,NG,2020-10-15 18:22:59,8.87,5.42,83.37,66,15,2.95
310,Flinders,AU,2020-10-15 18:18:54,-34.58,150.86,64.0,84,94,3.0
311,Carauari,BR,2020-10-15 18:22:18,-4.88,-66.9,85.95,75,78,1.74
312,Diego De Almagro,CL,2020-10-15 18:22:59,-26.37,-70.05,84.38,16,0,14.61
313,Uray,RU,2020-10-15 18:22:59,60.12,64.78,34.83,85,56,10.54
314,Bonga,ET,2020-10-15 18:22:59,7.28,36.23,60.6,89,98,1.54
315,Richards Bay,ZA,2020-10-15 18:22:59,-28.78,32.04,74.46,63,0,11.74
316,Grindavik,IS,2020-10-15 18:22:59,63.84,-22.43,50.0,76,90,12.75
317,Luderitz,NA,2020-10-15 18:18:55,-26.65,15.16,70.57,42,0,14.7
318,Esmeraldas,BR,2020-10-15 18:18:37,-19.76,-44.31,75.2,69,75,13.87
319,Zabid,YE,2020-10-15 18:23:00,14.2,43.32,87.98,55,5,3.51
320,Kofele,ET,2020-10-15 18:23:00,7.07,38.78,51.1,88,49,3.27
321,Akyab,MM,2020-10-15 18:19:01,20.15,92.9,82.04,77,5,0.78
322,Biltine,TD,2020-10-15 18:23:00,14.53,20.92,91.83,12,0,8.59
323,Goroka,PG,2020-10-15 18:23:00,-6.08,145.39,61.74,89,100,1.25
324,Lata,PT,2020-10-15 18:23:00,40.16,-8.33,59.0,86,9,8.01
325,Soyo,AO,2020-10-15 18:23:00,-6.13,12.37,76.24,80,66,7.14
326,Ko Samui,TH,2020-10-15 18:23:01,9.54,99.94,81.64,79,83,16.28
327,Liverpool,GB,2020-10-15 18:23:01,53.41,-2.98,50.0,76,100,10.29
328,Praya,CV,2020-10-15 18:19:57,14.92,-23.51,84.2,79,34,11.41
329,Cascais,PT,2020-10-15 18:23:01,38.7,-9.42,61.0,72,20,18.34
330,Deogarh,IN,2020-10-15 18:23:02,21.53,84.73,75.85,92,100,2.1
331,Port Macquarie,AU,2020-10-15 18:14:20,-31.43,152.92,55.99,95,71,6.51
332,Canton,CN,2020-10-15 18:23:02,23.12,113.25,79.0,65,94,8.95
333,Basco,PH,2020-10-15 18:23:02,20.45,121.97,82.17,79,45,25.1
334,Saint Anthony,US,2020-10-15 18:23:02,45.02,-93.22,46.99,33,1,13.87
335,Para De Minas,BR,2020-10-15 18:23:03,-19.86,-44.61,82.65,50,95,10.07
336,Darlowo,PL,2020-10-15 18:23:03,54.42,16.41,51.01,82,100,20.02
337,Rawson,AR,2020-10-15 18:23:03,-43.3,-65.1,77.59,18,34,12.55
338,Conceicao Do Araguaia,BR,2020-10-15 18:23:03,-8.26,-49.26,104.54,18,30,4.25
339,Sidmouth,GB,2020-10-15 18:23:03,50.69,-3.24,48.0,83,23,7.0
340,Inirida,CO,2020-10-15 18:23:04,3.87,-67.92,94.06,45,11,2.86
341,Padre Bernardo,BR,2020-10-15 18:23:04,-15.35,-48.5,80.62,56,68,1.03
342,Valparaiso,CL,2020-10-15 18:19:42,-33.04,-71.63,62.6,77,62,8.05
343,Mount Pleasant,US,2020-10-15 18:23:04,32.79,-79.86,80.6,88,75,6.93
344,Vredendal,ZA,2020-10-15 18:23:05,-31.67,18.5,74.8,33,0,14.94
345,Saint-Raymond,CA,2020-10-15 18:23:05,45.47,-73.61,71.01,46,75,16.11
346,Porto Novo,BJ,2020-10-15 18:23:05,6.5,2.6,80.6,88,20,14.99
347,Mogadishu,SO,2020-10-15 18:15:00,2.04,45.34,79.09,84,12,10.49
348,Kaspiysk,RU,2020-10-15 18:23:05,42.88,47.64,55.4,82,51,8.95
349,Saint-Georges,GD,2020-10-15 18:23:06,12.06,-61.75,87.8,70,20,11.41
350,Qaqortoq,GL,2020-10-15 18:23:06,60.72,-46.03,39.2,55,75,3.36
351,Grand Gaube,MU,2020-10-15 18:23:06,-20.01,57.66,75.0,75,1,4.0
352,North Bend,US,2020-10-15 18:23:06,43.41,-124.22,62.6,51,1,11.41
353,Tuatapere,NZ,2020-10-15 18:18:39,-46.13,167.68,43.3,63,72,8.59
354,Clyde River,CA,2020-10-15 18:23:06,70.47,-68.59,33.8,100,90,16.11
355,Mzimba,MW,2020-10-15 18:23:07,-11.9,33.6,62.49,74,20,5.88
356,San Patricio,US,2020-10-15 18:19:02,28.02,-97.52,91.99,62,75,16.11
357,Shakawe,BW,2020-10-15 18:23:07,-18.37,21.85,79.68,34,69,4.81
358,Chontalpa,MX,2020-10-15 18:23:07,17.7,-93.52,84.18,77,31,5.41
359,Ahipara,NZ,2020-10-15 18:18:59,-35.17,173.17,49.28,86,42,5.5
360,Bure,ET,2020-10-15 18:23:07,10.7,37.07,57.97,90,92,2.64
361,Constantine,DZ,2020-10-15 18:23:08,36.37,6.61,55.4,58,40,6.93
362,Yantikovo,RU,2020-10-15 18:23:08,55.82,47.91,53.6,71,33,11.18
363,Aklavik,CA,2020-10-15 18:23:08,68.22,-135.01,21.2,79,75,2.24
364,Kattivakkam,IN,2020-10-15 18:23:08,13.22,80.32,84.2,79,75,2.24
365,Marshall,US,2020-10-15 18:23:09,34.38,-86.33,77.0,53,1,9.17
366,San Carlos De Bariloche,AR,2020-10-15 18:22:54,-41.15,-71.31,77.0,36,44,6.93
367,Taoudenni,ML,2020-10-15 18:23:09,22.68,-3.98,96.78,10,1,9.73
368,Kuvshinovo,RU,2020-10-15 18:23:10,57.03,34.17,44.33,91,100,5.64
369,Nyurba,RU,2020-10-15 18:23:10,63.28,118.33,30.13,99,100,6.89
370,Washington,US,2020-10-15 18:19:58,47.5,-120.5,52.0,65,72,2.1
371,Cassia,BR,2020-10-15 18:20:02,-20.58,-46.92,84.58,45,85,6.73
372,Bagotville,AU,2020-10-15 18:23:10,-28.98,153.42,53.6,93,0,4.7
373,Francisco Beltrao,BR,2020-10-15 18:23:10,-26.08,-53.05,81.01,57,100,4.88
374,Marapanim,BR,2020-10-15 18:23:10,-0.72,-47.7,88.34,54,97,9.42
375,Pathalgaon,IN,2020-10-15 18:23:10,22.57,83.47,73.18,91,74,7.58
376,Filadelfia,US,2020-10-15 18:19:51,39.95,-75.16,75.0,49,75,16.11
377,Yumen,CN,2020-10-15 18:23:11,40.28,97.2,35.62,70,0,7.18
378,Oussouye,SN,2020-10-15 18:23:11,12.48,-16.55,87.8,74,40,4.7
379,Kijang,KR,2020-10-15 18:23:11,35.24,129.21,57.2,71,78,6.93
380,Mlimba,TZ,2020-10-15 18:23:12,-8.8,35.82,77.18,68,20,2.08
381,San Rafael Del Sur,NI,2020-10-15 18:23:12,11.85,-86.44,87.8,66,20,6.93
382,Vilyuysk,RU,2020-10-15 18:23:12,63.76,121.62,26.44,99,93,5.17
383,Orapa,BW,2020-10-15 18:23:12,-21.28,25.37,79.74,27,0,10.71
384,Saint-Joseph,RE,2020-10-15 18:23:12,-21.37,55.62,73.4,73,16,5.82
385,Zhuhai,CN,2020-10-15 18:23:12,22.28,113.57,78.8,78,40,17.22
386,Zhezkazgan,KZ,2020-10-15 18:23:13,47.8,67.71,53.4,42,54,5.48
387,Faya,SA,2020-10-15 18:19:06,18.39,42.45,69.8,12,0,8.05
388,Kandrian,PG,2020-10-15 18:23:13,-6.22,149.55,76.62,89,95,6.89
389,Yulara,AU,2020-10-15 18:18:56,-25.24,130.99,66.2,25,0,7.18
390,Zhangjiakou,CN,2020-10-15 18:23:13,40.81,114.88,45.64,51,99,7.7
391,Vicksburg,US,2020-10-15 18:23:14,32.35,-90.88,80.6,61,1,6.93
392,Kapit,MY,2020-10-15 18:23:14,2.02,112.93,74.95,93,100,0.22
393,Puerto Penasco,MX,2020-10-15 18:23:14,31.32,-113.53,82.99,66,81,3.0
394,Manakara,MG,2020-10-15 18:23:14,-22.13,48.02,70.11,89,94,4.61
395,Rocha,UY,2020-10-15 18:23:14,-34.48,-54.33,70.59,66,0,10.45
396,Leshukonskoye,RU,2020-10-15 18:23:14,64.9,45.76,30.67,98,93,1.57
397,Pochutla,MX,2020-10-15 18:23:14,15.74,-96.47,90.0,55,75,6.08
398,Kishtwar,IN,2020-10-15 18:23:15,33.32,75.77,54.01,42,0,3.42
399,Bandar,ID,2020-10-15 18:23:15,2.05,99.75,74.95,89,100,2.01
400,Mudgee,AU,2020-10-15 18:23:15,-32.59,149.59,48.2,93,29,3.24
401,Firminopolis,BR,2020-10-15 18:23:15,-16.58,-50.3,93.09,28,33,1.1
402,Batagay,RU,2020-10-15 18:23:16,67.63,134.63,11.82,95,78,2.24
403,Tres Barras,BR,2020-10-15 18:23:16,-26.11,-50.32,72.99,60,100,3.98
404,Chicama,PE,2020-10-15 18:18:32,-7.84,-79.15,64.4,77,40,10.29
405,Bogande,BF,2020-10-15 18:23:16,12.97,-0.14,90.12,34,87,6.69
406,Clarksville,US,2020-10-15 18:19:23,36.53,-87.36,66.99,55,90,6.93
407,Muros,ES,2020-10-15 18:18:52,42.78,-9.06,59.0,75,19,4.0
408,Jerome,US,2020-10-15 18:18:44,42.72,-114.52,50.0,45,1,18.34
409,Newcastle,AU,2020-10-15 18:23:16,-32.93,151.78,69.01,82,22,5.82
410,Inuvik,CA,2020-10-15 18:20:18,68.35,-133.72,21.2,85,90,2.24
411,Charlestown,AU,2020-10-15 18:23:16,-32.95,151.67,69.01,56,23,6.91
412,Naze,JP,2020-10-15 18:23:17,28.37,129.48,75.2,78,75,5.82
413,Atar,MR,2020-10-15 18:23:17,20.52,-13.05,100.4,21,12,6.93
414,Bucerias,MX,2020-10-15 18:23:17,20.75,-105.33,91.4,59,5,5.82
415,Ulaanbaatar,MN,2020-10-15 18:23:18,47.91,106.88,23.0,67,0,2.24
416,Kysyl-Syr,RU,2020-10-15 18:23:18,63.9,122.76,24.64,98,89,4.59
417,Santa Cruz,BO,2020-10-15 18:22:17,-17.8,-63.17,89.6,38,75,14.99
418,Geraldton,AU,2020-10-15 18:23:18,-28.77,114.6,59.0,82,0,10.29
419,Okha,RU,2020-10-15 18:23:18,53.57,142.95,30.36,88,54,13.2
420,Kavaratti,IN,2020-10-15 18:23:18,10.57,72.64,82.31,76,8,19.37
421,Calama,CL,2020-10-15 18:23:18,-22.47,-68.93,78.8,9,0,21.92
422,East Liverpool,US,2020-10-15 18:23:19,40.62,-80.58,68.0,45,90,11.41
423,Peniche,PT,2020-10-15 18:18:35,39.36,-9.38,62.01,74,0,11.01
424,Montevideo,UY,2020-10-15 18:22:51,-34.83,-56.17,68.0,64,37,13.87
425,San Jose,US,2020-10-15 18:23:13,37.34,-121.89,87.01,13,1,4.7
426,Praia Da Vitoria,PT,2020-10-15 18:23:19,38.73,-27.07,71.01,94,75,3.94
427,Yeppoon,AU,2020-10-15 18:23:20,-23.13,150.73,62.6,82,3,8.05
428,Antofagasta,CL,2020-10-15 18:16:15,-23.65,-70.4,66.99,59,20,11.41
429,Carutapera,BR,2020-10-15 18:16:59,-1.2,-46.02,86.95,59,76,11.65
430,Caravelas,BR,2020-10-15 18:14:46,-17.71,-39.25,82.53,66,36,11.39
431,Kailua,US,2020-10-15 18:23:20,21.4,-157.74,79.0,78,40,5.21
432,Moose Factory,CA,2020-10-15 18:23:20,51.26,-80.61,44.6,93,90,8.05
433,Acajutla,SV,2020-10-15 18:23:20,13.59,-89.83,87.8,55,20,4.7
434,Byron Bay,AU,2020-10-15 18:18:48,-28.65,153.62,53.6,93,0,4.7
435,Mizdah,LY,2020-10-15 18:23:20,31.45,12.98,77.77,17,4,7.49
436,Bandar-E Lengeh,IR,2020-10-15 18:23:21,26.56,54.88,78.8,47,0,4.7
437,Tautira,PF,2020-10-15 18:23:21,-17.73,-149.15,80.6,69,40,9.17
438,Luba,GQ,2020-10-15 18:23:21,3.46,8.55,78.8,94,20,9.17
439,Chapais,CA,2020-10-15 18:19:00,49.78,-74.85,44.6,100,90,9.17
440,Polyarnyy,RU,2020-10-15 18:23:21,69.2,33.45,35.6,100,75,4.47
441,Goderich,CA,2020-10-15 18:18:46,43.75,-81.72,53.01,83,100,23.47
442,Lorengau,PG,2020-10-15 18:23:22,-2.02,147.27,80.67,71,97,2.24
443,Healesville,AU,2020-10-15 18:23:22,-37.65,145.52,48.99,90,85,4.0
444,Ust-Kut,RU,2020-10-15 18:23:22,56.79,105.77,40.19,88,100,12.91
445,Kupino,RU,2020-10-15 18:23:22,54.37,77.3,46.08,86,96,6.49
446,Aripuana,BR,2020-10-15 18:23:22,-9.17,-60.63,97.07,34,67,4.52
447,Pingliang,CN,2020-10-15 18:23:22,35.54,106.69,46.33,52,37,12.75
448,Makat,KZ,2020-10-15 18:23:22,47.65,53.35,61.72,31,96,10.0
449,Husavik,IS,2020-10-15 18:23:23,66.04,-17.34,35.6,80,0,2.24
450,Umm Lajj,SA,2020-10-15 18:18:49,25.02,37.27,84.47,56,0,6.67
451,Gorontalo,ID,2020-10-15 18:23:23,0.54,123.06,76.33,86,100,1.66
452,Yerbogachen,RU,2020-10-15 18:23:24,61.28,108.01,28.0,96,100,15.05
453,Fare,PF,2020-10-15 18:23:24,-16.7,-151.02,79.47,77,63,9.53
454,Kieta,PG,2020-10-15 18:23:24,-6.22,155.63,78.13,77,70,0.72
455,Wilmington,US,2020-10-15 18:19:11,34.23,-77.94,81.0,61,75,9.17
456,Khartoum,SD,2020-10-15 18:23:24,15.55,32.53,95.0,14,0,5.82
457,Adeje,ES,2020-10-15 18:23:24,28.12,-16.73,73.99,73,20,14.99
458,Northam,GB,2020-10-15 18:23:25,51.03,-4.22,48.99,75,61,1.01
459,Strezhevoy,RU,2020-10-15 18:23:25,60.73,77.59,28.4,86,0,4.47
460,Hualmay,PE,2020-10-15 18:23:26,-11.1,-77.61,69.12,63,21,9.71
461,Tervel,BG,2020-10-15 18:23:26,43.75,27.4,66.0,90,31,5.99
462,Katangli,RU,2020-10-15 18:23:26,51.71,143.23,30.22,91,43,9.89
463,Karuzi,BI,2020-10-15 18:23:26,-3.12,30.13,66.43,70,70,0.67
464,Banjar,ID,2020-10-15 18:23:26,-8.19,114.97,80.6,78,40,3.36
465,Launceston,AU,2020-10-15 18:23:26,-41.45,147.17,37.4,87,0,10.29
466,Kozhevnikovo,RU,2020-10-15 18:23:26,56.26,83.97,33.01,81,73,6.04
467,Huainan,CN,2020-10-15 18:23:27,32.63,117.0,57.22,91,100,6.71
468,Talnakh,RU,2020-10-15 18:18:39,69.49,88.4,24.8,92,75,13.42
469,Dunedin,NZ,2020-10-15 18:23:27,-45.87,170.5,43.0,66,2,41.0
470,Mantua,IT,2020-10-15 18:23:28,45.17,10.78,51.01,95,100,1.99
471,Unity,CA,2020-10-15 18:23:28,52.45,-109.17,34.61,74,2,21.05
472,Pitimbu,BR,2020-10-15 18:23:28,-7.47,-34.81,84.2,62,40,13.87
473,Luanda,AO,2020-10-15 18:23:28,-8.84,13.23,77.0,83,75,8.05
474,Corn Island,NI,2020-10-15 18:23:28,12.17,-83.04,83.32,71,47,6.24
475,Gizo,SB,2020-10-15 18:23:29,-8.1,156.84,81.19,73,42,4.72
476,Jefferson City,US,2020-10-15 18:21:03,38.58,-92.17,55.99,37,1,11.41
477,Camana,PE,2020-10-15 18:23:29,-16.62,-72.71,66.79,65,34,8.41
478,Buinsk,RU,2020-10-15 18:21:06,54.95,48.28,59.0,58,32,11.18
479,Beyneu,KZ,2020-10-15 18:23:29,45.32,55.2,55.99,41,0,12.62
480,Turinsk,RU,2020-10-15 18:23:30,58.05,63.7,41.13,84,95,9.8
481,Riyadh,SA,2020-10-15 18:14:21,24.69,46.72,80.6,14,0,5.82
482,Shevchenkove,UA,2020-10-15 18:23:30,49.7,37.17,55.4,66,34,4.47
483,Nioro,GM,2020-10-15 18:23:30,13.35,-15.75,87.82,67,92,3.78
484,Oistins,BB,2020-10-15 18:22:06,13.07,-59.53,86.0,74,20,13.87
485,Rio Gallegos,AR,2020-10-15 18:23:30,-51.62,-69.22,68.0,19,40,34.45
486,Mayahi,NE,2020-10-15 18:23:30,13.96,7.67,96.17,14,30,7.05
487,Hailun,CN,2020-10-15 18:23:30,47.45,126.93,32.18,87,0,5.82
488,Mamonovo,RU,2020-10-15 18:23:30,54.46,19.94,48.2,93,75,11.18
489,Vershino-Shakhtaminskiy,RU,2020-10-15 18:23:31,51.3,117.89,22.64,98,0,4.85
490,Scarborough,GB,2020-10-15 18:22:35,54.28,-0.4,50.0,84,77,3.0
491,Bandarbeyla,SO,2020-10-15 18:18:34,9.49,50.81,81.45,78,26,12.33
492,Margate,GB,2020-10-15 18:23:31,51.38,1.39,52.0,78,25,4.0
493,Manaure,CO,2020-10-15 18:23:31,11.78,-72.44,90.03,60,32,9.08
494,Pangnirtung,CA,2020-10-15 18:23:31,66.15,-65.71,42.8,52,90,9.17
495,Cukai,MY,2020-10-15 18:23:31,4.25,103.42,78.8,100,100,4.52
496,Arlit,NE,2020-10-15 18:23:32,18.74,7.39,98.56,9,0,10.29
497,Kupang,ID,2020-10-15 18:23:32,-10.17,123.58,78.39,77,64,3.83
498,Bilma,NE,2020-10-15 18:23:32,18.69,12.92,91.2,13,0,5.19
499,Axim,GH,2020-10-15 18:18:38,4.87,-2.24,77.86,85,73,9.24
500,Saint-Augustin,CA,2020-10-15 18:23:11,51.23,-58.65,53.49,72,76,11.56
501,Bazarnyye Mataki,RU,2020-10-15 18:23:32,54.88,49.93,55.96,59,70,13.62
502,Daru,PG,2020-10-15 18:19:05,-9.08,143.21,77.77,81,100,14.45
503,Ciudad Bolivar,VE,2020-10-15 18:23:33,8.12,-63.55,92.91,46,9,7.0
504,Guerrero Negro,MX,2020-10-15 18:23:33,27.98,-114.06,86.5,45,83,1.19
505,Leeton,AU,2020-10-15 18:23:33,-34.57,146.4,60.8,87,90,8.05
506,Hobyo,SO,2020-10-15 18:23:33,5.35,48.53,80.42,76,56,18.43
507,Bud,US,2020-10-15 18:23:33,39.45,-86.18,48.2,93,90,4.7
508,Royan,FR,2020-10-15 18:23:33,45.63,-1.03,51.8,76,78,1.12
509,Pisco,PE,2020-10-15 18:23:33,-13.7,-76.22,68.0,72,2,8.05
510,Euclides Da Cunha,BR,2020-10-15 18:23:34,-10.51,-39.02,96.49,18,4,9.4
511,Hailar,CN,2020-10-15 18:23:34,49.2,119.7,26.83,90,0,8.46
512,Brigantine,US,2020-10-15 18:23:16,39.41,-74.36,71.6,60,1,12.75
513,Upata,VE,2020-10-15 18:23:34,8.01,-62.4,87.48,55,26,4.94
514,Alto Longa,BR,2020-10-15 18:23:34,-5.25,-42.21,106.61,14,69,6.46
515,Guaymas,MX,2020-10-15 18:23:34,27.93,-110.9,97.0,47,20,11.41
516,Lima,PE,2020-10-15 18:18:47,-12.04,-77.03,69.8,64,20,11.41
517,Port Hawkesbury,CA,2020-10-15 18:23:34,45.62,-61.35,64.0,55,1,9.17
518,Mumbwa,ZM,2020-10-15 18:23:35,-14.98,27.06,75.33,47,27,6.46
519,Kourou,GF,2020-10-15 18:23:35,5.16,-52.65,89.6,59,4,12.75
520,Bemidji,US,2020-10-15 18:19:24,47.47,-94.88,42.01,51,90,11.41
521,Skjervoy,NO,2020-10-15 18:23:35,70.03,20.97,41.0,71,75,17.22
522,Nortelandia,BR,2020-10-15 18:23:35,-14.45,-56.8,91.47,39,95,3.27
523,Ostrovnoy,RU,2020-10-15 18:18:33,68.05,39.51,38.23,79,100,12.48
524,Bairiki,KI,2020-10-15 18:20:27,1.33,172.98,82.4,69,20,11.41
525,Wahiawa,US,2020-10-15 18:23:36,21.5,-158.02,80.6,100,20,4.7
526,Ambagarh Chauki,IN,2020-10-15 18:23:36,20.78,80.72,74.89,92,97,6.69
527,Maumere,ID,2020-10-15 18:23:36,-8.62,122.21,79.14,76,98,3.06
528,Qena,EG,2020-10-15 18:23:36,26.16,32.72,89.6,31,0,2.24
529,Dickinson,US,2020-10-15 18:23:37,29.46,-95.05,88.0,55,75,10.29
530,Auka,HN,2020-10-15 18:23:37,14.93,-83.83,86.25,69,29,5.3
531,Primero De Enero,CU,2020-10-15 18:23:37,21.95,-78.43,84.2,83,75,9.17
532,Gympie,AU,2020-10-15 18:23:19,-26.19,152.66,55.0,96,3,2.73
533,Ternate,ID,2020-10-15 18:23:37,0.8,127.4,77.58,84,100,2.64
534,Balikpapan,ID,2020-10-15 18:23:38,-1.27,116.83,75.36,91,94,3.62
535,Sirawai,PH,2020-10-15 18:23:38,7.59,122.14,76.5,90,100,3.62
536,Huoqiu,CN,2020-10-15 18:23:38,32.34,116.27,57.2,92,100,8.52
537,Mahanoro,MG,2020-10-15 18:18:50,-19.9,48.8,72.36,87,7,7.36
538,Lensk,RU,2020-10-15 18:23:39,60.73,114.93,36.81,91,100,11.68
539,Nabire,ID,2020-10-15 18:23:39,-3.37,135.48,75.81,91,100,2.95
540,Mumford,GH,2020-10-15 18:23:39,5.26,-0.76,77.79,87,31,12.37
541,Wenzhou,CN,2020-10-15 18:23:40,28.0,120.67,66.78,69,67,4.68
542,Iquitos,PE,2020-10-15 18:19:28,-3.75,-73.25,82.4,74,75,2.24
543,Ukiah,US,2020-10-15 18:23:40,39.15,-123.21,86.0,31,1,3.36
544,Las Palmas,ES,2020-10-15 18:23:40,28.42,-14.01,73.4,69,20,12.75
545,Nenjiang,CN,2020-10-15 18:23:41,49.18,125.22,30.2,86,2,4.09
546,Uribia,CO,2020-10-15 18:23:41,11.71,-72.27,92.44,51,37,12.86
547,Zomin,UZ,2020-10-15 18:23:41,39.96,68.4,53.98,41,0,1.14
548,Taitung,TW,2020-10-15 18:23:42,22.76,121.14,77.02,70,47,9.55
549,Mgandu,TZ,2020-10-15 18:23:42,-5.95,34.13,67.12,64,24,5.59
550,Comodoro Rivadavia,AR,2020-10-15 18:19:03,-45.87,-67.5,77.0,23,61,17.22
551,Asau,RO,2020-10-15 18:18:57,46.43,26.4,48.0,98,86,4.09
552,Abu Dhabi,AE,2020-10-15 18:15:04,24.47,54.37,86.0,55,0,6.93
553,Novyy Nekouz,RU,2020-10-15 18:23:42,57.9,38.07,44.28,90,100,8.03
554,Bay Roberts,CA,2020-10-15 18:23:43,47.6,-53.26,62.01,1,100,10.07
555,Gravdal,NO,2020-10-15 18:23:43,68.12,13.5,41.0,86,75,6.93
556,Mosquera,CO,2020-10-15 18:23:43,4.71,-74.23,66.2,45,75,11.41
557,Stephenville,US,2020-10-15 18:23:44,32.22,-98.2,73.0,43,90,20.8
558,San Policarpo,PH,2020-10-15 18:23:44,12.18,125.51,78.13,88,100,4.99
559,Muroto,JP,2020-10-15 18:23:44,33.28,134.15,66.81,58,0,12.97
560,Dong Hoi,VN,2020-10-15 18:23:45,17.48,106.6,79.77,87,100,13.13
561,Barreirinhas,BR,2020-10-15 18:23:45,-2.75,-42.83,89.17,55,2,16.04
562,Kamaishi,JP,2020-10-15 18:23:45,39.27,141.88,48.78,60,88,6.04
563,Manta,EC,2020-10-15 18:23:45,-0.95,-80.73,77.0,83,90,12.75
564,Shingu,JP,2020-10-15 18:23:45,33.73,135.98,57.52,56,0,5.95
565,Manacapuru,BR,2020-10-15 18:23:45,-3.3,-60.62,80.6,74,75,10.29
566,Bubaque,GW,2020-10-15 18:23:46,11.28,-15.83,82.6,74,24,6.96
567,Ocampo,MX,2020-10-15 18:23:46,21.65,-101.5,72.82,41,18,11.88
568,Anshun,CN,2020-10-15 18:23:46,26.25,105.93,54.23,95,100,6.33
569,Longavi,CL,2020-10-15 18:23:46,-35.97,-71.68,77.83,48,0,4.16
