City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
361,Masunga,BW,-20.62,27.45,59.0,93,0,3.36,clear sky
362,Katsuura,JP,35.13,140.3,71.6,94,75,3.36,light rain
363,Osa,RU,57.28,55.46,24.85,93,0,1.03,clear sky
364,Aksu,CN,41.12,80.26,59.13,27,52,3.18,broken clouds
365,Kuala Kedah,MY,6.1,100.3,86.0,84,40,6.93,scattered clouds
366,Biltine,TD,14.53,20.92,77.97,17,0,11.79,clear sky
367,Helmsdale,GB,58.12,-3.65,48.2,87,0,5.82,light rain
368,Aleksandrovka,UA,46.84,32.76,51.8,100,73,6.71,fog
369,Quatre Cocos,MU,-20.21,57.76,77.0,69,75,11.41,broken clouds
370,Fortuna,US,40.6,-124.16,48.0,81,1,5.68,clear sky
371,Carnduff,CA,49.17,-101.8,15.01,85,51,1.99,broken clouds
372,Ewa Beach,US,21.32,-158.01,80.6,78,1,6.93,clear sky
373,Gavle,SE,60.67,17.14,32.0,97,100,3.0,light rain
374,Sibolga,ID,1.74,98.78,86.63,58,100,4.21,light rain
375,Oranjemund,NA,-28.55,16.43,56.84,92,45,5.66,scattered clouds
376,Abu Dhabi,AE,24.47,54.37,84.2,66,0,1.12,clear sky
377,Cam Ranh,VN,11.92,109.16,87.8,58,20,11.41,few clouds
378,Russell,US,32.35,-85.2,69.8,100,1,6.4,mist
379,Kananga,CD,-5.9,22.42,69.71,98,100,2.98,overcast clouds
380,Palmeira,BR,-25.43,-50.01,61.92,84,70,5.68,broken clouds
381,West Bay,KY,19.37,-81.42,81.0,88,40,9.17,scattered clouds
382,Ouro Preto Do Oeste,BR,-10.75,-62.22,75.76,84,88,1.66,light rain
383,Acarau,BR,-2.89,-40.12,78.87,79,87,14.36,overcast clouds
384,Datong,CN,40.09,113.29,46.11,45,0,1.79,clear sky
385,Yar-Sale,RU,66.83,70.83,15.73,96,87,9.48,overcast clouds
386,Port Lincoln,AU,-34.73,135.87,60.49,85,100,21.3,moderate rain
387,Lida,BY,53.88,25.3,50.47,94,100,9.55,overcast clouds
388,Ribas Do Rio Pardo,BR,-20.44,-53.76,76.6,62,1,6.22,clear sky
389,Lubbock,US,33.6,-101.83,71.6,60,1,11.41,clear sky
390,Sakakah,SA,29.97,40.21,62.6,21,0,3.36,clear sky
391,Gleisdorf,AT,47.11,15.71,46.99,100,90,1.12,fog
392,Hongjiang,CN,27.11,110.0,73.99,45,5,3.36,clear sky
393,Yate,GB,51.54,-2.42,53.01,95,76,4.0,broken clouds
394,Pacific Grove,US,36.62,-121.92,60.8,82,90,3.36,overcast clouds
395,Natitingou,BJ,10.3,1.38,71.6,94,0,4.7,clear sky
396,Sikar,IN,27.62,75.15,86.31,16,0,4.32,clear sky
397,Paluan,PH,13.42,120.46,86.52,66,79,4.85,broken clouds
398,Jizan,SA,17.33,42.67,77.0,78,13,1.83,few clouds
399,Novyy Urgal,RU,51.07,132.56,36.52,79,86,5.3,overcast clouds
400,San Rafael,AR,-34.62,-68.33,62.6,79,4,3.02,clear sky
401,San Policarpo,PH,12.18,125.51,85.15,71,34,6.35,light rain
402,Borovskoy,KZ,53.8,64.15,27.01,90,45,13.29,scattered clouds
403,Imbituva,BR,-25.23,-50.6,61.65,82,28,5.3,scattered clouds
404,Paita,PE,-5.09,-81.11,64.63,82,5,9.04,clear sky
405,Inirida,CO,3.87,-67.92,75.85,91,62,2.48,broken clouds
406,Boves,IT,44.33,7.55,53.01,83,100,4.25,light rain
407,Salalah,OM,17.02,54.09,73.4,49,0,2.24,clear sky
408,Gravdal,NO,68.12,13.5,37.4,74,75,12.75,shower rain
409,Hovd,MN,48.01,91.64,46.67,44,100,0.69,overcast clouds
410,Rock Sound,BS,24.9,-76.2,80.33,69,16,16.06,few clouds
411,Megion,RU,61.03,76.11,24.8,85,75,4.47,light shower snow
412,Pandaria,IN,22.23,81.42,81.86,46,0,3.06,clear sky
413,Mata,PT,40.68,-7.46,51.01,93,40,2.86,scattered clouds
414,Victoria Point,AU,-27.58,153.3,81.0,58,36,4.0,scattered clouds
415,Codrington,AU,-38.27,141.97,57.85,92,100,8.05,overcast clouds
416,Saiha,IN,22.48,92.97,86.02,48,84,2.64,moderate rain
417,Karpogory,RU,64.0,44.45,23.97,97,100,11.16,overcast clouds
418,Komsomolskiy,UZ,40.43,71.72,53.6,54,75,11.41,broken clouds
419,Guozhen,CN,34.37,107.36,60.8,31,84,6.33,broken clouds
420,Viedma,AR,-40.81,-63.0,55.0,89,0,1.01,clear sky
421,Plettenberg Bay,ZA,-34.05,23.37,67.95,60,99,2.73,overcast clouds
422,Pisco,PE,-13.7,-76.22,62.01,87,0,10.29,clear sky
423,Kalmunai,LK,7.42,81.82,86.94,59,94,1.86,overcast clouds
424,Alofi,NU,-19.06,-169.92,78.8,83,84,13.87,light rain
425,Mingshui,CN,36.72,117.5,62.01,27,0,3.0,clear sky
426,Tomatlan,MX,19.93,-105.25,77.83,94,85,1.88,overcast clouds
427,Itaituba,BR,-4.28,-55.98,81.7,58,72,1.74,broken clouds
428,Marsaxlokk,MT,35.84,14.54,55.4,93,0,1.12,clear sky
429,Serra,BR,-20.13,-40.31,73.4,73,20,6.93,few clouds
430,Tiarei,PF,-17.53,-149.33,78.8,78,75,10.29,shower rain
431,San Blas,MX,21.52,-105.27,80.62,86,46,2.62,light rain
432,Kununurra,AU,-15.77,128.73,102.2,18,40,11.41,scattered clouds
433,Santo Antonio De Jesus,BR,-12.97,-39.26,68.49,98,52,3.53,broken clouds
434,Ossora,RU,59.24,163.07,42.42,76,60,1.34,broken clouds
435,Balykshi,KZ,47.07,51.87,35.6,69,0,4.47,clear sky
436,Correntina,BR,-13.34,-44.64,73.69,69,84,4.38,broken clouds
437,Pomabamba,PE,-8.83,-77.47,51.35,72,96,4.56,light rain
438,Krasnokamensk,RU,50.1,118.04,37.56,72,0,5.23,clear sky
439,Coahuayana,MX,18.73,-103.68,80.11,87,100,1.39,overcast clouds
440,Flin Flon,CA,54.77,-101.86,23.88,91,82,8.05,broken clouds
441,Kurunegala,LK,7.49,80.36,84.2,74,20,8.05,few clouds
442,Solnechnyy,RU,50.72,136.63,38.55,75,100,7.94,overcast clouds
443,Metsavan,AM,41.2,44.23,35.6,62,0,3.36,clear sky
444,Strezhevoy,RU,60.73,77.59,24.8,85,75,4.47,light shower snow
445,Eten,PE,-6.91,-79.86,63.01,86,31,9.46,scattered clouds
446,Nalut,LY,30.33,10.85,63.91,49,0,13.4,clear sky
447,Miles City,US,46.41,-105.84,14.0,85,1,6.93,clear sky
448,Vostok,RU,46.49,135.88,29.84,99,100,8.28,overcast clouds
449,Banda Aceh,ID,5.56,95.32,87.01,60,71,10.76,broken clouds
450,Port Elizabeth,ZA,-33.92,25.57,66.2,93,90,6.93,mist
451,Sao Joao Da Barra,BR,-21.64,-41.05,69.1,77,3,7.45,clear sky
452,Aguimes,ES,27.91,-15.45,68.0,64,20,11.41,few clouds
453,Gazanjyk,TM,39.24,55.52,55.13,42,0,9.73,clear sky
454,Abu Kamal,SY,34.45,40.92,66.36,39,0,7.27,clear sky
455,Slave Lake,CA,55.28,-114.77,17.6,72,90,8.05,overcast clouds
456,Sibu,MY,2.3,111.82,87.8,70,40,4.7,scattered clouds
457,Soe,ID,-9.86,124.28,87.78,46,40,7.25,light rain
458,Mfou,CM,3.72,11.64,67.95,98,98,2.91,overcast clouds
459,San Carlos,VE,9.66,-68.58,74.44,93,66,2.39,broken clouds
460,Calama,CL,-22.47,-68.93,51.8,21,0,10.29,clear sky
461,Matara,LK,5.95,80.54,84.61,70,78,11.48,broken clouds
462,Saryg-Sep,RU,51.5,95.6,43.56,58,25,2.01,scattered clouds
463,Pangnirtung,CA,66.15,-65.71,26.6,92,90,2.24,light snow
464,Constitucion,CL,-35.33,-72.42,49.68,83,2,12.19,clear sky
465,Yaan,NG,7.38,8.57,73.9,94,93,5.99,overcast clouds
466,Santa Cruz De La Palma,ES,28.68,-17.76,68.0,60,0,8.05,clear sky
467,Turukhansk,RU,65.82,87.98,13.86,96,100,11.01,light snow
468,Nelson Bay,AU,-32.72,152.15,80.6,54,1,14.99,clear sky
469,Seoul,KR,37.57,126.98,53.6,37,1,4.7,clear sky
470,Rio Gallegos,AR,-51.62,-69.22,46.4,81,0,2.24,clear sky
471,Molokovo,RU,58.17,36.76,49.66,94,100,12.73,light rain
472,Sao Raimundo Nonato,BR,-9.02,-42.7,80.01,36,4,6.35,clear sky
473,Macon,US,39.87,-88.97,68.0,82,1,12.75,clear sky
474,Orotukan,RU,62.27,151.7,28.06,87,87,6.2,overcast clouds
475,Khasan,RU,42.43,130.64,46.62,51,0,20.96,clear sky
476,Valparaiso,CL,-33.04,-71.63,51.8,93,90,5.82,overcast clouds
477,Knysna,ZA,-34.04,23.05,60.8,100,90,10.29,overcast clouds
478,Bolton,GB,53.58,-2.43,45.0,88,32,6.51,scattered clouds
479,Moree,AU,-29.47,149.85,86.0,42,40,19.46,scattered clouds
480,La Palma Del Condado,ES,37.39,-6.55,55.99,94,0,1.01,clear sky
481,Iwaki,JP,37.05,140.88,68.0,95,100,7.0,light rain
482,Sao Francisco De Assis,BR,-29.55,-55.13,67.08,85,98,11.95,light rain
483,Bitam,GA,2.08,11.5,68.4,99,100,2.28,light rain
484,Hofn,IS,64.25,-15.21,41.68,90,100,33.91,light rain
485,Rorvik,NO,64.86,11.24,42.53,64,97,8.99,overcast clouds
486,Nhulunbuy,AU,-12.23,136.77,87.8,48,20,10.29,few clouds
487,Buala,SB,-8.14,159.59,84.34,70,67,6.26,light rain
488,Kindu,CD,-2.95,25.95,68.09,97,100,4.25,light rain
489,Kongwa,TZ,-6.2,36.42,65.35,75,0,2.26,clear sky
490,Kamaishi,JP,39.27,141.88,60.8,93,75,2.24,light intensity shower rain
491,Haines Junction,CA,60.75,-137.51,20.68,82,0,2.44,clear sky
492,Tura,IN,25.52,90.22,77.2,89,48,1.97,light rain
493,Rajura,IN,19.78,79.37,77.47,64,0,4.47,clear sky
494,Santa Margherita Ligure,IT,44.33,9.21,64.0,85,98,1.01,overcast clouds
495,Kaka,TM,37.35,59.61,56.57,41,45,5.59,scattered clouds
496,Namibe,AO,-15.2,12.15,68.59,85,22,10.4,few clouds
497,Yining,CN,29.04,114.56,70.14,37,0,6.04,clear sky
498,San Luis,AR,-33.3,-66.34,62.29,81,16,4.97,few clouds
499,Hibbing,US,47.43,-92.94,32.0,86,90,10.29,overcast clouds
500,Florianopolis,BR,-27.61,-48.5,72.0,88,90,9.17,overcast clouds
501,Wilmington,US,34.23,-77.94,72.0,93,75,5.82,broken clouds
502,Santa Isabel Do Para,BR,-1.3,-48.16,77.0,88,0,2.24,clear sky
503,Pitea,SE,65.32,21.48,23.0,85,0,5.82,clear sky
504,Moranbah,AU,-22.0,148.05,93.52,28,83,12.48,broken clouds
505,Evensk,RU,61.95,159.23,37.17,85,88,1.12,overcast clouds
506,Mubende,UG,0.56,31.39,62.98,95,95,1.72,overcast clouds
507,Natal,BR,-5.79,-35.21,75.2,94,90,2.24,mist
508,Calabozo,VE,8.92,-67.43,75.92,94,7,4.16,clear sky
509,Cognac,FR,45.5,-0.25,57.2,100,75,6.46,broken clouds
510,Kautokeino,NO,69.01,23.04,26.1,97,100,18.05,snow
511,Guerrero Negro,MX,27.98,-114.06,66.58,82,2,10.02,clear sky
512,Aransas Pass,US,27.91,-97.15,79.0,100,40,8.05,scattered clouds
513,Kaliua,TZ,-5.06,31.79,68.32,55,12,5.19,few clouds
514,Pasinler,TR,39.98,41.68,24.8,92,0,4.7,clear sky
515,Sanmenxia,CN,34.77,111.18,62.65,29,0,12.66,clear sky
516,Mareeba,AU,-17.0,145.43,89.01,55,2,10.29,clear sky
517,Hamilton,US,39.18,-84.53,69.01,72,1,5.82,clear sky
518,Lima,PE,-12.04,-77.03,62.6,77,75,13.87,broken clouds
519,Korem,ET,12.51,39.52,54.14,72,100,1.05,overcast clouds
520,Bemidji,US,47.47,-94.88,30.0,86,75,4.7,broken clouds
521,Spasskoye,RU,44.61,132.8,39.9,68,99,15.95,overcast clouds
522,Nouakchott,MR,18.09,-15.98,78.8,47,24,10.29,few clouds
523,Severo-Yeniseyskiy,RU,60.37,93.04,26.73,93,100,12.21,overcast clouds
524,Senador Jose Porfirio,BR,-2.59,-51.95,80.06,71,55,6.93,broken clouds
525,Gumdag,TM,39.21,54.59,54.77,48,0,14.09,clear sky
526,Birao,CF,10.28,22.79,72.03,81,62,0.67,broken clouds
527,Slyudyanka,RU,51.66,103.71,47.26,54,47,2.82,scattered clouds
528,Pokhara,NP,28.23,83.98,77.22,30,0,3.85,clear sky
529,Yunyang,CN,33.45,112.71,62.98,29,0,8.37,clear sky
530,Cabedelo,BR,-6.98,-34.83,75.2,100,75,3.36,broken clouds
531,Boa Vista,BR,2.82,-60.67,82.4,69,0,5.82,clear sky
532,Asau,RO,46.43,26.4,46.0,74,1,6.35,clear sky
533,Barcelos,PT,41.54,-8.62,55.4,100,75,3.36,broken clouds
534,Nishihara,JP,26.18,127.76,71.6,88,90,14.99,light intensity shower rain
535,Vanavara,RU,60.34,102.28,34.23,86,86,16.28,overcast clouds
536,Aksaray,TR,38.37,34.03,44.6,81,0,3.36,clear sky
537,Sotnikovo,RU,51.88,107.48,39.2,55,92,4.47,overcast clouds
538,Bangangte,CM,5.14,10.52,61.48,99,98,1.99,overcast clouds
539,Batsfjord,NO,70.63,29.72,35.6,80,75,26.4,broken clouds
540,Flagstaff,US,35.2,-111.65,50.0,46,1,4.7,clear sky
541,Mount Isa,AU,-20.73,139.5,78.8,65,75,10.29,broken clouds
542,Maseru,LS,-29.32,27.48,60.58,57,0,2.66,clear sky
543,Hearst,CA,49.68,-83.67,31.35,99,100,4.38,overcast clouds
544,Zheleznodorozhnyy,RU,55.75,38.0,51.8,87,75,8.95,broken clouds
545,Sorkjosen,NO,69.8,20.93,28.4,92,75,5.82,light shower snow
546,Tchibanga,GA,-2.85,11.03,71.2,99,100,1.25,light rain
547,Pismo Beach,US,35.14,-120.64,63.0,87,90,4.27,mist
548,Puerto El Triunfo,SV,13.28,-88.55,77.0,94,40,2.24,scattered clouds
549,Storslett,NO,69.77,21.02,28.4,92,75,5.82,light shower snow
550,Sarmanovo,RU,55.26,52.59,24.8,79,0,6.71,clear sky
551,Novyy Yegorlyk,RU,46.39,41.87,49.6,67,57,8.1,broken clouds
552,Yongchang,CN,30.04,119.73,68.0,35,0,3.0,clear sky
553,Isla Mujeres,MX,21.23,-86.73,78.8,94,75,4.74,broken clouds
554,Xining,CN,36.62,101.77,50.76,40,100,0.85,overcast clouds
555,Zambezi,ZM,-13.54,23.1,64.92,54,44,2.77,scattered clouds
556,Luwuk,ID,-0.95,122.79,87.91,53,0,3.02,clear sky
557,Cockburn Town,TC,21.46,-71.14,81.99,78,0,17.76,clear sky
558,Husavik,IS,66.04,-17.34,39.2,75,75,6.93,broken clouds
559,Korcula,HR,42.96,17.14,37.4,93,20,3.36,few clouds
560,La Ronge,CA,55.1,-105.28,23.0,67,90,12.75,light snow
561,Luanda,AO,-8.84,13.23,73.4,88,20,1.12,few clouds
562,Comodoro Rivadavia,AR,-45.87,-67.5,51.8,62,0,10.29,clear sky
563,Onega,RU,63.91,38.14,32.25,98,100,15.43,snow
564,Arukutti,IN,9.87,76.35,82.4,78,40,6.93,mist
565,Dalvik,IS,65.97,-18.53,39.2,78,75,6.93,broken clouds
566,Kihei,US,20.79,-156.47,82.4,54,20,9.17,few clouds
567,Alihe,CN,50.57,123.72,37.49,61,0,8.5,clear sky
568,Lokosovo,RU,61.13,74.82,21.76,96,97,3.49,overcast clouds
569,Dingolfing,DE,48.63,12.5,50.0,96,85,4.94,overcast clouds
570,Santa Rosa,PH,14.31,121.11,86.0,83,75,6.93,light rain
571,Coolum Beach,AU,-26.53,153.1,78.01,66,13,1.99,few clouds
572,Mocuba,MZ,-16.84,36.99,73.13,72,95,2.86,overcast clouds
573,Suluq,LY,31.67,20.25,64.49,74,21,6.6,few clouds
574,Linden,GY,6.0,-58.3,75.2,100,40,4.7,scattered clouds
575,Puerto Leguizamo,CO,-0.19,-74.78,71.62,99,100,1.28,moderate rain
576,Ulaanbaatar,MN,47.91,106.88,41.0,32,0,2.24,clear sky
577,Kodinar,IN,20.79,70.7,85.19,44,2,5.66,clear sky
578,Tigbao,PH,12.55,123.34,85.44,72,39,5.75,moderate rain
579,Chebsara,RU,59.2,38.84,41.0,93,90,4.47,mist
580,Beroroha,MG,-21.67,45.17,76.06,44,0,5.46,clear sky
581,Pocatello,US,42.87,-112.45,32.0,42,1,6.93,clear sky
582,Chicama,PE,-7.84,-79.15,65.48,77,42,5.08,scattered clouds
583,Strathmore,CA,51.05,-113.39,14.0,92,90,6.93,overcast clouds
584,Hammerfest,NO,70.66,23.68,33.8,86,75,28.86,light snow
585,Yerbogachen,RU,61.28,108.01,39.52,78,100,15.86,overcast clouds
586,Waingapu,ID,-9.66,120.26,87.82,55,1,10.11,clear sky
587,Miragoane,HT,18.44,-73.09,81.05,74,100,5.44,light rain
588,Puerto Escondido,MX,15.85,-97.07,80.44,80,100,3.58,overcast clouds
589,Klaksvik,FO,62.23,-6.59,44.6,87,100,32.21,light rain
590,Ahipara,NZ,-35.17,173.17,67.39,74,12,6.44,light rain
591,Puerto Madryn,AR,-42.77,-65.04,64.08,57,0,21.59,clear sky
592,Zaragoza,ES,41.66,-0.88,59.0,93,75,5.82,broken clouds
593,Hualmay,PE,-11.1,-77.61,62.67,85,29,8.41,scattered clouds
594,Pandan,PH,14.05,124.17,86.7,72,4,1.43,light rain
595,Aragats,AM,40.49,44.35,42.8,87,0,3.42,clear sky
596,Lucapa,AO,-8.42,20.74,67.91,91,100,1.03,overcast clouds
597,Teshie,GH,5.58,-0.11,78.8,88,20,6.93,few clouds
598,Champasak,LA,14.75,106.0,84.2,51,40,4.7,scattered clouds
599,Fairbanks,US,64.84,-147.72,24.01,85,1,4.41,clear sky
600,Portland,US,45.52,-122.68,48.0,75,1,8.05,clear sky
601,Bulqize,AL,41.49,20.22,42.8,93,0,2.24,clear sky
602,Malaya Vishera,RU,58.85,32.22,49.06,87,92,10.16,overcast clouds
603,Awjilah,LY,29.11,21.29,59.65,71,0,8.32,clear sky
604,Westport,US,41.14,-73.36,66.2,88,90,3.36,overcast clouds
605,Dandong,CN,40.13,124.39,49.57,45,0,13.78,clear sky
606,Harnosand,SE,62.63,17.94,30.99,86,0,9.17,clear sky
607,Corinto,GR,37.94,22.96,64.4,55,0,5.82,clear sky
608,Brooks,CA,50.58,-111.89,12.27,92,37,3.15,scattered clouds
609,Devils Lake,US,48.11,-98.87,26.6,92,90,6.93,overcast clouds
610,The Pas,CA,53.83,-101.25,26.6,68,90,6.93,overcast clouds
611,Kovur,IN,14.48,79.98,83.35,73,100,4.94,overcast clouds
612,Dayong,CN,25.02,118.29,77.0,29,0,13.42,clear sky
613,Svetlyy,RU,54.67,20.13,55.4,87,75,13.42,broken clouds
614,Saint-Claude,FR,46.5,5.83,54.0,95,100,4.0,light rain
615,Fare,PF,-16.7,-151.02,79.83,73,21,10.85,few clouds
616,Lompoc,US,34.64,-120.46,55.99,93,75,4.18,broken clouds
617,Kidal,ML,18.44,1.41,81.84,15,0,10.74,clear sky
618,Motygino,RU,58.18,94.76,35.08,85,74,9.46,broken clouds
619,Koshki,RU,54.21,50.47,30.76,93,99,8.39,overcast clouds
620,Ostrovnoy,RU,68.05,39.51,31.68,96,100,15.64,overcast clouds
621,Dumas,US,35.87,-101.97,44.01,81,90,25.28,overcast clouds
622,Acapulco,MX,16.86,-99.89,80.1,81,50,3.49,scattered clouds
623,Teguise,ES,29.06,-13.56,66.2,72,0,9.17,clear sky
624,Sumbe,AO,-11.21,13.84,75.13,84,100,5.06,overcast clouds
625,Tuy Hoa,VN,13.08,109.3,81.9,64,66,8.99,broken clouds
626,Chipinge,ZW,-20.19,32.62,61.84,92,43,4.88,scattered clouds
627,Fernie,CA,49.5,-115.07,30.2,58,90,3.36,overcast clouds
628,Naze,JP,28.37,129.48,73.4,60,75,18.34,broken clouds
629,San Andres,CO,12.58,-81.7,77.0,94,40,2.15,scattered clouds
630,Pfullingen,DE,48.46,9.23,55.99,88,100,3.09,moderate rain
631,Narasannapeta,IN,18.42,84.05,84.27,69,99,7.52,overcast clouds
632,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,51.8,60,38,4.47,scattered clouds
633,Rhyl,GB,53.32,-3.49,46.99,87,61,8.01,broken clouds
634,Zunyi,CN,27.69,106.91,64.58,50,83,7.78,broken clouds
635,Portales,US,34.19,-103.33,69.8,47,20,27.51,dust
636,Mogadishu,SO,2.04,45.34,80.94,80,64,18.52,broken clouds
637,Panji,ID,-7.73,114.1,91.49,48,8,8.7,clear sky
638,Maniitsoq,GL,65.42,-52.9,25.25,83,2,4.63,clear sky
639,Santa Fe,AR,-31.63,-60.7,71.01,81,16,5.99,moderate rain
640,Palmer,US,42.16,-72.33,66.0,93,75,3.36,broken clouds
641,Lardos,GR,36.09,28.02,66.2,88,20,2.24,few clouds
642,Ordu,TR,40.91,37.68,60.8,100,75,2.24,broken clouds
643,Adre,TD,13.47,22.2,72.75,20,9,10.96,clear sky
644,Kemin,KG,42.78,75.69,38.77,81,100,5.01,overcast clouds
645,Pedernales,DO,18.04,-71.74,81.48,63,98,3.78,overcast clouds
646,Takoradi,GH,4.88,-1.76,76.69,90,46,6.08,light rain
647,Barkly West,ZA,-28.54,24.52,73.4,43,0,8.05,clear sky
648,Kozlovo,RU,56.52,36.27,51.69,80,100,14.14,overcast clouds
649,Maryborough,AU,-25.53,152.7,82.09,49,14,10.45,few clouds
650,Sungaipenuh,ID,-2.08,101.38,74.73,65,100,2.39,overcast clouds
651,El Alto,PE,-4.27,-81.21,64.62,84,3,13.11,clear sky
652,Shirokiy,RU,49.76,129.52,34.88,79,65,11.34,broken clouds
653,Buluang,PH,13.31,123.34,87.33,69,50,4.18,light rain
654,Jamame,SO,0.07,42.75,81.45,74,90,12.62,overcast clouds
655,Kodinsk,RU,58.69,99.18,35.11,85,76,10.92,broken clouds
656,Ontario,US,34.06,-117.65,64.4,72,20,9.17,few clouds
657,Menongue,AO,-14.66,17.69,61.7,75,0,4.61,clear sky
658,Leuwiliang,ID,-6.57,106.63,97.0,55,20,9.17,few clouds
659,Lodja,CD,-3.48,23.43,68.65,98,100,2.46,light rain
660,Tobermory,CA,45.25,-81.67,44.01,93,100,4.0,light rain
661,Vardo,NO,70.37,31.11,35.6,80,75,26.4,broken clouds
662,Aklavik,CA,68.22,-135.01,24.8,92,90,5.82,light snow
663,Tual,ID,-5.67,132.75,82.81,76,3,9.04,clear sky
664,Sola,VU,-13.88,167.55,78.8,94,90,14.85,moderate rain
665,Yuanli,TW,24.44,120.65,66.99,93,75,18.34,moderate rain
666,Peleduy,RU,59.63,112.74,37.74,77,99,13.51,overcast clouds
667,Belyy Yar,RU,53.6,91.39,44.6,48,0,6.71,clear sky
668,Ventspils,LV,57.39,21.56,55.4,87,0,16.11,clear sky
669,Paamiut,GL,61.99,-49.67,29.84,84,4,24.38,clear sky
670,Khash,IR,28.22,61.22,58.66,31,0,5.75,clear sky
671,Nadapuram,IN,11.7,75.67,77.0,94,75,3.36,mist
672,Ous,RU,60.91,61.52,22.21,92,0,6.13,clear sky
673,Vryheid,ZA,-27.77,30.79,58.55,88,24,3.06,few clouds
674,Sooke,CA,48.37,-123.73,43.0,94,98,3.2,overcast clouds
675,San,ML,13.3,-4.9,80.47,44,1,4.14,clear sky
676,Muros,ES,42.78,-9.06,54.0,95,34,5.37,light rain
677,Villach,AT,46.61,13.86,42.8,93,20,3.36,few clouds
678,Oktyabrskiy,RU,54.48,53.47,27.37,95,3,3.89,clear sky
679,Burns Lake,CA,54.23,-125.75,21.7,93,100,2.24,overcast clouds
680,Okhotsk,RU,59.38,143.3,37.87,93,100,30.71,moderate rain
681,Porosozero,RU,62.72,32.73,36.93,98,100,2.95,light rain
682,Zhigansk,RU,66.77,123.37,23.47,94,100,33.44,overcast clouds
683,Beloha,MG,-25.17,45.05,73.38,67,0,12.06,clear sky
684,Avera,US,33.19,-82.53,71.6,94,90,3.36,overcast clouds
685,Tokur,RU,53.13,132.9,29.1,94,91,7.78,overcast clouds
686,Brae,GB,60.4,-1.35,44.6,75,98,11.41,overcast clouds
687,Levski,BG,43.37,25.13,37.4,93,5,2.24,mist
688,Susanville,US,40.42,-120.65,42.8,30,1,3.36,clear sky
689,Obregon,NI,11.96,-85.96,78.8,94,40,6.93,scattered clouds
690,Japura,ID,-0.32,102.35,83.12,71,100,0.2,overcast clouds
691,Nautla,MX,20.22,-96.78,76.03,83,1,2.77,clear sky
692,Codajas,BR,-3.84,-62.06,75.96,91,99,2.73,light rain
693,Shar,KZ,49.59,81.05,42.39,69,100,12.21,light rain
694,Gacko,BA,43.17,18.54,37.4,93,20,3.36,few clouds
695,Malanje,AO,-9.54,16.34,64.31,97,93,3.98,overcast clouds
696,Tirodi,IN,21.68,79.7,79.81,51,0,4.32,clear sky
697,Tahmek,MX,20.88,-89.27,80.01,88,40,2.59,scattered clouds
698,Edd,ER,13.93,41.69,85.39,57,38,4.45,scattered clouds
699,Rawson,AR,-43.3,-65.1,65.08,50,0,20.87,clear sky
700,Putina,PE,-15.47,-69.43,45.72,78,92,3.18,light rain
701,Pozo Colorado,PY,-23.49,-58.8,73.81,81,19,3.85,few clouds
702,Alingsas,SE,57.93,12.53,48.0,93,90,14.99,mist
